Counts_SAQuant_Day_0_1_1	Counts_SAQuant_Day_0_2_1	Counts_SAQuant_Day_0_3_1	Counts_SAQuant_Day_7_1_1	Counts_SAQuant_Day_7_2_1	Counts_SAQuant_Day_7_3_1
HIGD1A	6002	5436	4977	3434	3418	3670
HIGD1B	6	5	9	4	9	5
HIGD1C	0	1	1	1	1	2
HIGD2A	1546	1249	1147	1639	1632	1675
HIGD2B	2	1	1	1	0	1
HIKESHI	2790	2507	2451	1801	1709	1901
HILPDA	1449	1302	1234	669	681	721
HILS1	0	0	0	0	0	0
HINFP	1585	1358	1272	1522	1639	1766
HINT1	8767	7891	7233	3598	3761	3947
HINT2	1902	1767	1636	1109	1122	1127
HINT3	1529	1325	1258	760	798	753
HIP1	2891	2552	2405	3896	3940	4388
HIP1R	5475	4831	4499	4201	4376	4540
HIPK1	6257	5509	5351	5742	5924	6186
HIPK2	19999	17373	16374	13504	13942	14816
HIPK3	2886	2384	2313	1738	1695	1788
HIPK4	10	3	2	9	6	3
HIRA	3524	3149	3121	2679	2744	2888
HIRIP3	2132	2116	1868	1715	1742	1776
HIST1H1A	0	0	0	0	1	1
HIST1H1B	9	13	4	1	13	5
HIST1H1C	828	691	702	1130	1164	1203
HIST1H1D	0	0	0	0	1	0
HIST1H1E	17	18	12	7	18	5
HIST1H1T	1	0	1	2	3	1
HIST1H2AA	1	1	1	0	1	1
HIST1H2AB	4	4	3	1	2	1
HIST1H2AC	260	242	220	611	600	656
HIST1H2AD	0	0	0	0	0	0
HIST1H2AE	0	1	0	0	0	0
HIST1H2AG	94	100	90	84	94	100
HIST1H2AH	9	14	3	3	7	3
HIST1H2AI	53	61	51	154	150	160
HIST1H2AJ	3	4	4	3	8	3
HIST1H2AK	33	36	36	102	134	127
HIST1H2AL	8	9	5	2	3	6
HIST1H2AM	49	36	28	75	99	83
HIST1H2APS1	2	1	1	1	4	1
HIST1H2BA	54	49	38	51	42	44
HIST1H2BB	0	3	0	0	0	0
HIST1H2BC	140	145	118	167	203	192
HIST1H2BD	255	208	214	326	324	341
HIST1H2BE	8	9	7	11	8	11
HIST1H2BF	0	0	0	0	0	0
HIST1H2BG	0	0	0	0	0	0
HIST1H2BH	0	0	0	0	1	0
HIST1H2BI	0	0	0	0	0	0
HIST1H2BJ	157	145	129	51	41	65
HIST1H2BK	4226	3733	3515	5036	5184	5537
HIST1H2BL	29	28	18	44	32	47
HIST1H2BM	2	0	3	1	4	2
HIST1H2BN	93	92	86	86	106	110
HIST1H2BO	22	26	27	38	22	33
HIST1H3A	19	19	16	13	20	17
HIST1H3B	15	19	6	22	17	14
HIST1H3C	12	12	7	7	12	5
HIST1H3D	0	0	0	0	0	0
HIST1H3E	0	0	0	0	0	0
HIST1H3F	0	0	0	0	0	0
HIST1H3G	0	0	0	0	0	0
HIST1H3H	84	83	84	213	244	246
HIST1H3I	1	4	2	2	2	0
HIST1H3J	17	18	16	39	44	26
HIST1H4A	2	4	2	3	3	0
HIST1H4B	2	3	3	2	11	5
HIST1H4C	6	7	7	8	10	3
HIST1H4D	4	5	3	2	5	1
HIST1H4E	0	0	0	0	0	0
HIST1H4F	0	0	0	0	0	0
HIST1H4G	0	0	0	0	0	0
HIST1H4H	54	42	40	148	197	185
HIST1H4I	33	19	23	22	26	23
HIST1H4J	15	26	19	48	54	39
HIST1H4K	117	113	70	184	202	219
HIST1H4L	0	0	1	0	2	0
HIST2H2AA3	873	740	693	1241	1368	1427
HIST2H2AA4	873	740	693	1241	1368	1427
HIST2H2AB	7	5	6	2	7	4
HIST2H2AC	65	57	54	34	41	39
HIST2H2BA	152	138	116	114	119	139
HIST2H2BC	504	487	446	387	390	415
HIST2H2BE	2063	1801	1611	3102	3094	3324
HIST2H2BF	175	168	156	196	220	235
HIST2H3A	40	39	41	31	38	28
HIST2H3C	40	39	41	31	38	28
HIST2H3D	110	92	102	114	110	104
HIST2H4A	452	365	349	459	486	506
HIST2H4B	452	365	349	459	486	506
HIST3H2A	489	432	386	514	542	533
HIST3H2BB	21	21	13	22	28	28
HIST3H3	10	9	4	10	6	15
HIST4H4	17	18	13	21	19	25
HIVEP1	1294	1066	1127	751	784	817
HIVEP2	3125	2728	2602	2193	2299	2433
HIVEP3	457	406	409	451	464	500
HJURP	5858	5244	4851	2827	2936	2980
HK1	3467	2970	2836	2280	2287	2460
HK2	8377	7078	6788	2926	3102	3070
HK3	3	0	1	1	3	4
HKDC1	15	8	14	2	2	4
HKR1	2019	1714	1604	1597	1643	1730
HLCS	2161	1870	1842	1537	1584	1717
HLF	237	230	258	543	563	543
HLTF	8472	7119	7028	7958	7766	8371
HLX	22	21	8	63	60	62
HM13	5166	4623	4174	4727	4822	4773
HMBOX1	1560	1357	1302	1538	1623	1777
HMBS	3233	2924	2713	1839	1856	1904
HMCES	2802	2323	2367	1816	1838	2025
HMCN1	142	120	102	3391	3667	3945
HMCN2	133	133	102	20	23	21
HMG20A	3787	3380	3166	4278	4193	4495
HMG20B	4866	4353	4058	3557	3713	3704
HMGA1	67400	60381	55997	18067	18524	18825
HMGA1P7	0	1	0	0	0	0
HMGA2	2425	2208	2066	2388	2581	2687
HMGB1	56023	51488	47702	28577	29741	30637
HMGB2	24601	22716	20590	11586	12534	12546
HMGB3	12560	10827	10570	4620	4547	4657
HMGB3P1	31	23	25	12	23	24
HMGB4	0	0	0	0	0	0
HMGCL	2063	1702	1607	1687	1722	1805
HMGCLL1	1	0	0	0	0	0
HMGCR	8900	7609	7406	3103	3086	3351
HMGCS1	14268	12047	11716	3490	3364	3707
HMGCS2	2	5	8	1	0	1
HMGN1	17855	16470	15653	12163	12686	13038
HMGN2	34396	30651	28975	24811	24372	26158
HMGN2P46	36	40	38	17	31	27
HMGN3	5634	5285	4646	3709	4097	3960
HMGN4	5829	5163	4657	3815	4023	4159
HMGN5	1361	1408	1250	902	1146	1002
HMGXB3	5080	4334	4095	5683	5787	6274
HMGXB4	4833	4072	3992	3124	3058	3368
HMHB1	0	0	0	0	0	0
HMMR	7241	6380	6296	2312	2109	2423
HMOX1	718	607	569	275	259	284
HMOX2	2916	2502	2272	1556	1559	1714
HMP19	0	1	0	0	0	0
HMSD	2	5	4	3	3	1
HMX1	0	0	0	0	0	0
HMX2	0	0	0	0	0	0
HMX3	0	0	0	0	0	0
HN1	21683	18574	17682	8795	8613	9549
HN1L	14591	12324	11820	8979	8672	9672
HNCAT21	76	62	68	34	50	51
HNF1A	68	69	71	63	67	69
HNF1B	6	3	4	3	2	7
HNF4A	2	2	1	1	0	0
HNF4G	291	287	236	179	185	172
HNMT	993	940	846	1939	2053	2049
HNRNPA0	8989	8238	7551	7941	8440	8536
HNRNPA1	69153	59463	59766	47685	47537	49778
HNRNPA1L2	917	841	783	820	826	895
HNRNPA1P10	23643	20997	18518	13424	13945	14837
HNRNPA1P33	9	9	9	12	8	11
HNRNPA2B1	72324	64826	59633	36961	40118	39799
HNRNPA3	32067	28258	26882	20930	20975	22686
HNRNPA3P1	1	1	3	0	0	0
HNRNPAB	11811	10266	9786	7045	7083	7516
HNRNPC	62016	55328	51804	40747	42582	44312
HNRNPCL1	0	0	0	0	0	0
HNRNPCL2	1	0	0	0	0	1
HNRNPCL3	0	0	0	0	0	0
HNRNPCL4	7	11	9	12	9	11
HNRNPD	28513	25305	24243	16261	16310	17411
HNRNPDL	23584	20498	19855	19390	19756	20582
HNRNPF	13940	12253	11621	8262	8661	8976
HNRNPH1	29250	25767	24426	23439	24124	24781
HNRNPH2	3952	3481	3533	4261	3641	4226
HNRNPH3	9689	8591	7955	5414	5645	5843
HNRNPK	58479	51403	49353	44585	44827	47174
HNRNPKP3	1	0	0	0	0	0
HNRNPL	22028	19045	18133	14445	15198	15326
HNRNPLL	4747	4141	3908	3486	3516	3730
HNRNPM	18060	16069	15113	10771	11538	11827
HNRNPR	19338	17009	16055	13584	14048	14531
HNRNPU	46822	40814	40081	32340	32396	35050
HNRNPUL1	26050	23680	22280	18449	19690	20216
HNRNPUL2	12628	11047	10362	8415	9046	9273
HOGA1	60	41	43	48	51	56
HOMER1	1874	1659	1604	763	795	774
HOMER2	1311	1123	1037	713	725	751
HOMER3	1368	1231	1156	735	767	779
HOMEZ	1326	1133	1080	1105	1082	1071
HOOK1	5503	4852	4697	1036	1091	1196
HOOK2	1751	1610	1324	713	765	759
HOOK3	4529	3845	3610	4531	4852	4866
HOPX	2956	2422	2245	416	399	458
HORMAD1	1196	943	910	919	964	996
HORMAD2	1	3	1	3	1	1
HOST2	99	78	69	71	91	87
HOTAIR	0	0	0	0	0	0
HOTAIRM1	4	2	0	0	0	0
HOTS	38	25	24	7	7	5
HOTTIP	0	0	0	0	0	0
HOXA1	6	3	2	2	3	0
HOXA10	4	7	6	11	8	9
HOXA11	0	0	0	0	1	0
HOXA13	0	0	0	0	0	0
HOXA2	6	2	6	3	5	2
HOXA3	44	47	42	21	19	26
HOXA4	7	1	3	0	3	5
HOXA5	124	111	91	95	89	104
HOXA6	45	36	40	35	48	37
HOXA7	8	4	9	34	17	21
HOXA9	0	0	0	0	1	0
HOXB1	0	0	0	0	0	0
HOXB13	0	0	0	0	0	0
HOXB2	0	1	2	0	2	0
HOXB3	9	8	3	8	12	12
HOXB4	1	0	1	0	0	1
HOXB5	1	0	0	1	0	0
HOXB6	3	1	3	1	0	1
HOXB7	0	1	1	0	0	1
HOXB8	0	0	0	0	0	0
HOXB9	0	0	0	1	0	0
HOXC10	2	0	2	2	2	1
HOXC11	0	0	0	0	0	0
HOXC12	0	0	0	0	0	0
HOXC13	0	0	0	0	0	0
HOXC4	1	0	0	1	0	0
HOXC5	0	0	1	1	1	1
HOXC6	0	0	0	0	0	1
HOXC8	0	0	0	0	0	0
HOXC9	0	0	0	0	0	0
HOXD1	55	66	51	33	23	39
HOXD10	0	0	1	0	0	1
HOXD11	0	1	0	2	1	0
HOXD12	0	1	0	4	0	2
HOXD13	0	0	0	0	1	0
HOXD3	0	2	1	2	1	1
HOXD4	0	0	0	1	0	2
HOXD8	3	0	0	0	1	1
HOXD9	0	0	1	0	0	0
HP	0	3	2	0	2	1
HP09025	113	76	68	81	93	102
HP09053	93	62	71	38	49	54
HP1BP3	13138	11389	11038	11296	11428	12078
HPCA	10	10	6	15	22	16
HPCAL1	4791	4239	3681	2569	2514	2661
HPCAL4	117	92	101	116	96	122
HPD	48	35	38	25	26	26
HPDL	1578	1415	1358	821	819	931
HPF1	1467	1203	1166	924	908	963
HPGD	1360	1193	1068	388	426	396
HPGDS	3	2	3	13	14	14
HPN	258	223	215	97	82	83
HPR	1	0	0	1	0	0
HPRT1	4354	3921	3646	2637	2475	2649
HPS1	725	616	598	998	1100	1032
HPS3	4764	3994	4072	3116	2925	3258
HPS4	3313	2988	2795	2622	2544	2707
HPS5	1347	1051	1148	997	968	1069
HPS6	605	579	525	391	417	447
HPSE	2435	2109	2063	2150	2036	2292
HPSE2	0	0	0	0	0	0
HPVC1	0	0	0	0	0	0
HPX	8	4	8	11	24	11
HPYR1	0	0	0	0	0	0
HR	117	93	93	1211	1286	1271
HRAS	995	901	842	710	754	710
HRASLS	164	151	152	164	169	170
HRASLS2	116	83	78	20	29	28
HRASLS5	0	1	2	2	1	1
HRAT13	0	0	0	0	0	0
HRAT17	0	0	0	0	0	0
HRAT5	9	8	7	27	35	32
HRAT56	31	29	23	57	45	51
HRAT92	17	13	18	8	16	17
HRC	20	11	13	12	12	14
HRCT1	139	136	119	98	117	126
HRG	3	9	5	0	1	0
HRH1	1736	1473	1439	1195	1135	1277
HRH2	1	1	0	0	0	0
HRH3	0	0	0	0	1	0
HRH4	100	85	66	45	69	65
HRK	10	19	13	3	4	3
HRNR	2	2	4	11	13	16
HS1BP3	1298	1189	1079	1391	1394	1413
HS2ST1	3316	2831	2798	3417	3365	3634
HS3ST1	1517	1334	1263	304	331	293
HS3ST2	0	0	0	0	0	0
HS3ST3A1	6	4	5	27	28	23
HS3ST3B1	29	29	18	62	48	38
HS3ST4	0	0	0	0	0	0
HS3ST5	7	15	9	26	20	20
HS3ST6	0	0	0	0	0	0
HS6ST1	897	789	771	440	463	435
HS6ST2	4318	3986	3729	2730	2947	2845
HS6ST3	50	39	43	7	8	7
HSBP1	14397	12147	11670	11639	11659	12356
HSBP1L1	788	738	678	512	528	548
HSCB	696	530	559	401	364	442
HSD11B1	9	11	7	6	0	1
HSD11B1L	837	774	725	511	498	513
HSD11B2	134	115	102	204	256	261
HSD17B1	656	546	491	634	621	563
HSD17B10	4106	3598	3370	2801	2841	2863
HSD17B11	3523	3041	2875	3259	3187	3358
HSD17B12	4667	4225	3660	3060	3242	3203
HSD17B13	88	100	87	91	100	112
HSD17B14	421	321	316	512	589	544
HSD17B2	2	1	1	1	5	1
HSD17B3	39	41	30	55	56	76
HSD17B4	4908	4340	3981	4187	4350	4604
HSD17B6	75	60	79	110	112	104
HSD17B7	1359	1176	1169	721	629	677
HSD17B7P2	140	129	103	124	142	142
HSD17B8	1417	1280	1105	820	943	948
HSD3B1	0	0	0	1	1	0
HSD3B2	2	3	0	1	1	2
HSD3B7	1114	1004	997	769	797	834
HSD3BP4	94	91	67	86	112	99
HSD52	1	2	0	2	1	1
HSDL1	4837	4416	4167	5307	5440	5613
HSDL2	5141	4456	4433	4165	4317	4431
HSF1	7287	6596	6077	5763	6089	6104
HSF2	1168	975	992	858	944	972
HSF2BP	128	115	103	67	78	87
HSF4	915	788	723	816	884	877
HSF5	3	1	1	3	0	1
HSFX1	37	41	25	82	46	76
HSFX2	22	13	17	0	27	0
HSFY1	2	0	0	0	0	2
HSFY1P1	0	0	0	0	0	2
HSFY2	0	0	0	0	0	0
HSH2D	878	674	708	140	145	142
HSP90AA1	160165	139813	136238	93298	92424	99640
HSP90AB1	118306	103861	102316	68076	67863	73001
HSP90AB4P	18	12	12	8	9	9
HSP90B1	58678	50628	47727	39464	39577	42362
HSP90B2P	6	4	6	11	12	11
HSPA12A	0	1	0	1	0	1
HSPA12B	381	373	329	451	454	450
HSPA13	3733	3269	3145	3055	3196	3043
HSPA14	2662	2274	2296	1839	1772	1971
HSPA1A	13177	11719	10413	7703	8432	8572
HSPA1B	13455	11500	10929	6806	6476	7364
HSPA1L	55	44	32	42	31	46
HSPA2	1321	1119	1112	884	920	931
HSPA4	12440	10947	10546	7379	7292	8070
HSPA4L	6020	4930	4910	3168	3239	3531
HSPA5	77556	65477	63253	55073	54563	58928
HSPA6	1223	1047	967	591	649	681
HSPA7	8	10	6	9	14	16
HSPA8	84980	74552	71409	76818	75970	81677
HSPA9	28204	24072	23530	18999	19191	20644
HSPB1	11414	10399	9383	7709	8227	8305
HSPB11	1302	1076	1023	958	871	987
HSPB2	2	2	0	2	2	1
HSPB3	0	0	0	9	5	0
HSPB6	12	6	6	3	4	5
HSPB7	1	1	4	14	15	29
HSPB8	3	4	5	6	2	3
HSPB9	1	3	1	4	5	4
HSPBAP1	424	347	366	339	315	330
HSPBP1	3419	3175	2820	1724	1762	1841
HSPC324	0	0	0	0	0	0
HSPD1	47892	41364	40174	25435	24523	26804
HSPE1	9545	8656	7915	5409	5523	5746
HSPG2	14397	12538	11374	13433	14331	15013
HSPH1	15234	13410	13453	8284	8230	8920
HTATIP2	1973	1652	1660	1085	1069	1114
HTATSF1	5710	4903	4685	4616	4446	4746
HTATSF1P2	678	574	550	471	513	555
HTN1	0	0	0	0	0	0
HTN3	0	0	0	0	0	0
HTR1A	0	0	0	0	0	0
HTR1B	0	0	0	1	0	0
HTR1D	133	102	138	69	80	77
HTR1E	0	0	0	0	0	0
HTR1F	0	0	0	0	0	0
HTR2A	29	24	28	24	17	27
HTR2B	5	10	14	16	21	14
HTR2C	1197	1002	934	847	777	890
HTR3A	0	0	0	0	0	0
HTR3B	79	52	69	73	69	71
HTR3C	0	0	0	0	0	0
HTR3D	0	0	0	0	0	0
HTR3E	0	0	0	0	0	2
HTR4	75	46	61	6	4	5
HTR5A	0	0	0	0	0	1
HTR6	1	3	1	3	1	1
HTR7	0	1	4	24	24	21
HTR7P1	96	96	86	77	80	89
HTRA1	0	0	0	8	7	11
HTRA2	1609	1455	1329	1325	1344	1369
HTRA3	2	2	0	0	0	2
HTRA4	160	153	131	195	157	195
HTT	23269	20101	18982	20568	21073	22508
HULC	0	0	2	1	0	1
HUNK	88	63	101	80	102	115
HUS1	1181	958	991	931	984	1036
HUS1B	0	0	4	2	0	0
HUWE1	48679	42031	41108	32773	33750	36219
HVCN1	8	9	5	11	8	19
HYAL1	449	391	384	82	91	106
HYAL2	4780	4247	3967	2524	2677	2798
HYAL3	202	201	202	120	131	111
HYAL4	9	12	13	8	10	11
HYALP1	0	0	0	0	0	0
HYDIN	42	28	34	35	38	30
HYI	490	444	397	389	412	435
HYKK	226	219	178	147	166	157
HYLS1	2018	1704	1618	1234	1206	1273
HYMAI	0	0	0	0	0	0
HYOU1	19638	17450	16534	12325	12817	13033
HYPK	2567	2233	2026	1992	2173	2151
HYPM	0	0	1	0	0	0
IAH1	1781	1614	1498	1522	1541	1560
IAPP	18	16	23	19	17	25
IARS	40169	34341	34856	23655	23178	24978
IARS2	15300	13044	12998	8549	8501	9156
IBA57	1243	1067	974	1076	1116	1203
IBSP	55	41	34	55	60	73
IBTK	10759	9070	8795	6904	6914	7450
ICA1	981	818	771	426	436	548
ICA1L	336	312	283	296	305	332
ICAM1	620	504	485	400	373	436
ICAM2	0	0	1	0	0	0
ICAM3	312	318	249	196	199	188
ICAM4	159	167	159	154	158	173
ICAM5	730	647	540	615	693	649
ICE1	7989	6902	6804	6310	6292	6903
ICE2	4553	3890	3903	3350	3226	3596
ICK	3786	3205	3225	2463	2678	2858
ICMT	7700	6620	6474	5247	5198	5541
ICOS	1	0	0	0	1	0
ICOSLG	312	249	252	371	358	360
ID1	6021	5465	4731	5416	5785	5719
ID2	424	422	425	2833	2942	3109
ID3	1400	1277	1160	9145	9391	9705
ID4	584	520	538	2233	2533	2374
IDE	2029	1791	1715	1412	1342	1476
IDH1	11043	9375	9057	4635	4596	4979
IDH2	2377	2189	1883	1370	1429	1554
IDH3A	3551	3125	2919	2426	2335	2432
IDH3B	6831	5785	5594	4719	4908	5050
IDH3G	2629	2196	2098	2473	2552	2676
IDI1	4774	4271	4009	2188	2151	2334
IDI2	68	38	48	50	60	70
IDNK	396	350	334	536	530	569
IDO1	221	172	150	83	103	78
IDO2	2	1	1	3	1	1
IDS	27593	24628	22819	14550	15584	15691
IDUA	671	676	513	879	969	893
IER2	3869	3402	3128	2111	2258	2315
IER3	4722	4173	3722	1241	1295	1269
IER3IP1	1834	1561	1551	1139	1107	1117
IER5	3270	2877	2608	914	936	929
IER5L	3469	3189	2908	2146	2170	2099
IFFO1	6	1	1	3	4	7
IFFO2	6754	6127	5738	1773	1848	2087
IFI16	3280	2880	2640	6226	6177	6752
IFI27	57	47	48	47	62	62
IFI27L1	723	605	532	367	376	388
IFI27L2	441	394	316	862	851	903
IFI30	1152	1089	904	437	452	468
IFI35	516	460	392	715	760	790
IFI44	2866	2550	2327	2907	2866	3034
IFI44L	2359	2022	1796	4729	4996	5415
IFI6	1440	1282	1114	2044	2181	2271
IFIH1	1750	1484	1439	731	784	836
IFIT1	2330	2006	1933	1906	1929	2087
IFIT1B	4	1	2	0	2	3
IFIT2	1428	1293	1205	1282	1271	1351
IFIT3	2696	2357	2281	2562	2521	2796
IFIT5	1024	918	836	990	1074	1101
IFITM1	120	128	105	184	217	225
IFITM10	5166	4596	4201	5083	5217	5511
IFITM2	69	66	39	412	416	475
IFITM3	2163	1850	1624	4268	4341	4692
IFITM4P	17	20	17	8	11	8
IFITM5	1	2	0	1	2	2
IFNA1	0	0	0	0	0	0
IFNA10	0	0	0	0	0	0
IFNA13	0	0	0	0	0	0
IFNA14	1	0	0	0	0	1
IFNA16	0	0	1	0	0	0
IFNA17	0	0	0	0	0	0
IFNA2	0	0	0	0	0	0
IFNA21	1	0	0	0	0	3
IFNA22P	0	0	0	0	0	1
IFNA4	0	0	2	0	0	0
IFNA5	0	0	0	0	0	0
IFNA6	0	0	0	0	0	0
IFNA7	0	1	0	0	0	0
IFNA8	0	1	1	0	0	0
IFNAR1	3265	2779	2865	3243	3147	3383
IFNAR2	590	491	495	649	589	657
IFNB1	4	2	0	5	0	0
IFNE	7	10	13	3	2	4
IFNG	0	0	0	0	0	0
IFNGR1	1610	1424	1260	1753	1815	1903
IFNGR2	1688	1459	1340	1863	1844	1957
IFNK	0	0	0	0	0	1
IFNL1	31	33	15	9	2	3
IFNL2	2	1	0	0	0	0
IFNL3	1	3	4	1	0	0
IFNL4	0	0	1	0	0	1
IFNLR1	669	645	572	161	184	174
IFNW1	1	3	3	4	0	3
IFRD1	5057	4395	4351	3077	3022	3195
IFRD2	6022	5406	5170	3228	3393	3554
IFT122	2119	1856	1732	1396	1354	1537
IFT140	1402	1181	1126	1613	1833	1764
IFT172	751	591	597	1729	1868	1820
IFT20	1185	1039	996	1027	907	959
IFT22	1381	1226	1169	1080	965	1009
IFT27	950	825	848	444	499	495
IFT43	1056	907	853	986	930	970
IFT46	1671	1477	1485	1433	1434	1517
IFT52	1191	953	883	1291	1345	1407
IFT57	1952	1656	1559	1982	1880	1968
IFT74	867	685	731	618	574	627
IFT80	3619	3018	2879	2797	2854	2981
IFT81	1617	1380	1293	1933	1995	2041
IFT88	904	749	779	526	586	595
IGBP1	3902	3275	3038	3295	3433	3679
IGBP1P1	1	0	1	3	2	1
IGDCC3	2	2	4	10	8	11
IGDCC4	17	7	8	12	7	9
IGF1	34	27	35	102	92	93
IGF1R	6053	5273	5049	6868	7203	7522
IGF2	1584	1544	1207	3402	3737	3972
IGF2BP1	5	0	3	3	7	4
IGF2BP2	3413	2923	2770	2258	2327	2484
IGF2BP3	2246	2002	1864	1828	1887	1975
IGF2R	7950	7028	6581	11750	12173	12742
IGFALS	22	12	19	18	22	27
IGFBP1	30	15	26	13	9	11
IGFBP2	3482	3256	2950	2231	2372	2367
IGFBP3	3575	3129	2843	2974	3013	3255
IGFBP4	212	177	170	2545	2720	2810
IGFBP5	3	0	0	109	119	124
IGFBP6	1990	1898	1647	1388	1504	1502
IGFBP7	61	51	48	1568	1660	1647
IGFBPL1	874	787	759	470	526	584
IGFL1	2	0	1	0	0	0
IGFL2	3	3	0	0	1	1
IGFL3	5	5	7	13	6	15
IGFL4	2	2	6	12	15	19
IGFLR1	173	150	145	137	157	158
IGFN1	150	145	105	35	37	37
IGHMBP2	1596	1433	1306	959	1051	1033
IGIP	251	269	228	295	323	305
IGLL1	0	0	0	2	0	0
IGLL3P	7	13	6	8	17	14
IGLL5	0	0	0	0	0	0
IGLON5	43	24	32	35	28	26
IGSF1	502	534	499	319	361	328
IGSF10	64	59	54	180	170	197
IGSF11	165	163	146	174	148	182
IGSF21	0	0	0	0	0	1
IGSF22	0	2	1	6	6	3
IGSF23	17	9	7	8	4	4
IGSF3	2535	2255	2057	1730	1714	1799
IGSF5	16	10	4	8	16	12
IGSF6	5	11	22	20	15	15
IGSF8	2701	2254	2100	1416	1477	1462
IGSF9	3716	3263	3041	970	887	1004
IGSF9B	0	0	0	0	0	0
IHH	2	1	0	1	1	4
IK	6508	5710	5356	5194	5346	5602
IKBIP	400	372	316	1105	1132	1218
IKBKAP	6548	5520	5450	4689	4433	4937
IKBKB	5099	4341	4074	4126	4368	4487
IKBKE	856	736	692	708	705	762
IKBKG	1994	1794	1568	1488	1504	1632
IKZF1	0	0	0	0	1	1
IKZF2	2632	2110	2068	1374	1406	1465
IKZF3	487	399	434	394	442	470
IKZF4	760	597	662	542	539	610
IKZF5	785	647	660	681	711	708
IL10	19	25	11	22	15	13
IL10RA	0	1	0	0	0	1
IL10RB	1115	888	863	1240	1150	1279
IL11	443	402	391	159	150	187
IL11RA	296	254	239	485	500	480
IL12A	14	11	21	21	29	21
IL12B	143	119	99	55	59	65
IL12RB1	122	109	102	123	131	128
IL12RB2	25	32	37	31	46	38
IL13	3	2	2	7	10	7
IL13RA1	13797	11351	11366	5617	5273	5871
IL13RA2	17	14	8	190	184	203
IL15	455	355	353	268	295	297
IL15RA	205	174	164	67	78	76
IL16	6	5	8	3	2	4
IL17A	0	0	0	0	0	0
IL17B	10	3	8	0	4	5
IL17C	4	8	7	1	4	3
IL17D	80	78	70	73	75	101
IL17F	0	0	0	0	0	0
IL17RA	1039	921	799	1123	1084	1157
IL17RB	601	474	480	449	462	449
IL17RC	802	743	664	943	1049	1009
IL17RD	1445	1213	1187	891	825	910
IL17RE	278	228	226	102	105	108
IL17REL	10	15	14	49	43	56
IL18	2587	2098	1968	706	724	847
IL18BP	435	367	362	462	521	564
IL18R1	25	22	25	41	39	43
IL18RAP	0	2	0	0	4	4
IL19	8	4	5	4	6	6
IL1A	58	46	51	27	17	19
IL1B	28	13	29	19	14	9
IL1F10	5	5	5	0	0	0
IL1R1	215	165	171	286	317	355
IL1R2	1	0	1	3	6	2
IL1RAP	1312	1196	1053	1031	1063	1133
IL1RAPL1	61	48	33	49	72	77
IL1RAPL2	26	17	19	37	47	43
IL1RL1	83	70	75	64	58	72
IL1RL2	0	0	0	0	0	1
IL1RN	55	74	65	8	5	2
IL2	0	0	0	0	0	0
IL20	0	2	0	0	0	0
IL20RA	157	160	153	38	43	28
IL20RB	468	400	340	283	301	320
IL21	0	0	0	0	0	0
IL21R	86	81	78	62	65	90
IL22	0	0	0	0	0	0
IL22RA1	199	174	157	55	49	75
IL22RA2	0	0	0	0	1	0
IL23A	96	75	74	19	29	18
IL23R	21	16	17	12	15	26
IL24	52	46	30	15	12	15
IL25	0	0	0	0	0	0
IL26	0	0	0	0	0	1
IL27	0	0	0	0	0	0
IL27RA	914	823	850	536	557	584
IL2RA	27	33	27	39	36	38
IL2RB	29	22	19	53	58	55
IL2RG	1	2	4	2	0	1
IL3	0	1	0	1	0	1
IL31	0	0	0	0	0	0
IL31RA	419	303	304	272	231	267
IL32	198	215	179	129	143	141
IL33	47	41	35	35	31	38
IL34	146	106	94	39	44	42
IL36A	1	0	0	0	0	0
IL36B	1	1	0	0	2	0
IL36G	43	31	37	18	13	25
IL36RN	446	336	298	26	20	19
IL37	28	28	22	10	15	13
IL3RA	42	35	32	130	175	138
IL4	0	0	0	0	1	0
IL4I1	65	62	57	45	49	38
IL4R	857	741	712	602	623	697
IL5	0	0	2	2	0	2
IL5RA	16	19	8	9	12	16
IL6	73	62	57	75	56	62
IL6R	1129	963	966	655	627	684
IL6ST	3767	3226	3168	7215	7249	7897
IL7	130	114	119	374	440	421
IL7R	4775	4100	4103	9864	10155	10424
IL9	0	0	0	0	0	0
IL9R	123	121	152	65	74	97
ILDR1	185	144	140	72	72	83
ILDR2	52	46	44	146	109	134
ILF2	32740	29458	27622	16313	16648	17314
ILF3	21044	18495	17963	16719	17197	18093
ILK	3158	2652	2440	2895	2943	3130
ILKAP	1152	969	998	787	828	867
ILVBL	2846	2568	2332	1868	1875	1952
IMMP1L	342	282	281	145	127	130
IMMP2L	643	544	519	549	560	579
IMMT	8508	7370	7245	6382	6571	6704
IMP3	2069	1848	1792	1651	1850	1808
IMP4	3701	3307	3125	2167	2155	2314
IMPA1	1625	1446	1379	1727	1930	1756
IMPA2	8469	7390	6853	2166	2270	2376
IMPACT	2359	1993	1967	2222	2127	2244
IMPAD1	7554	6722	6552	5694	5824	6077
IMPDH1	4011	3575	3302	2389	2332	2546
IMPDH2	21288	18064	17499	15395	15978	16860
IMPG1	44	26	35	51	34	40
IMPG2	50	64	37	54	60	69
INA	1	2	1	1	0	0
INAFM1	295	272	230	596	665	691
INAFM2	472	368	391	786	858	853
INCA1	123	105	92	73	76	81
INCENP	4512	4057	3843	2122	2250	2345
INE1	161	159	170	163	198	211
INE2	0	1	0	0	0	0
INF2	23628	21016	19072	11535	11828	12174
